Date,Day_of_Week,Day_Type,Month,Hour,Time_Slot,Time_Period,Location,Event_Note,Two_Wheelers,Cars_and_SUVs,Auto_Rickshaws,Buses_MTC_Private,Trucks_and_LCVs,Total_Vehicles,PCU_Value,Avg_Speed_kmph,Signal_Delay_sec,Congestion_Level
2024-01-08,Monday,Weekday,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,136,128,20,18,35,337,367.0,36.8,34.6,Free Flow
2024-01-08,Monday,Weekday,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,295,259,64,53,6,677,621.9,23.7,78.4,Moderate
2024-01-08,Monday,Weekday,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,801,650,124,134,104,1813,1838.9,12.4,157.1,Severe
2024-01-08,Monday,Weekday,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,894,725,159,132,74,1984,1885.4,17.8,140.0,Severe
2024-01-08,Monday,Weekday,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,997,815,145,115,117,2189,2096.5,16.8,138.4,Severe
2024-01-08,Monday,Weekday,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,357,314,54,64,53,842,875.9,19.4,87.3,Heavy
2024-01-08,Monday,Weekday,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,372,308,59,67,60,866,910.4,25.0,96.2,Severe
2024-01-08,Monday,Weekday,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,316,258,54,61,60,749,811.4,25.9,82.6,Heavy
2024-01-08,Monday,Weekday,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,268,218,65,45,62,658,712.0,19.8,65.1,Moderate
2024-01-08,Monday,Weekday,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,327,265,57,39,88,776,843.7,20.8,92.3,Heavy
2024-01-08,Monday,Weekday,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,282,228,58,55,6,629,586.8,24.3,82.3,Moderate
2024-01-08,Monday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,964,730,141,153,186,2174,2313.6,13.5,175.4,Severe
2024-01-08,Monday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,596,555,115,100,37,1403,1333.0,16.1,175.2,Severe
2024-01-08,Monday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,922,695,181,121,204,2123,2239.6,14.0,163.7,Severe
2024-01-08,Monday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,910,766,162,165,269,2272,2620.2,14.7,148.2,Severe
2024-01-08,Monday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,243,221,53,45,22,584,575.3,18.7,59.7,Light
2024-01-08,Monday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,127,95,27,19,9,277,258.7,28.5,24.8,Free Flow
2024-01-08,Monday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,39,37,9,6,3,94,88.9,33.8,10.6,Free Flow
2024-01-09,Tuesday,Weekday,January,0,00:00-01:00,Night,Kathipara Junction,Regular Day,53,43,10,10,4,120,117.5,36.1,23.0,Free Flow
2024-01-09,Tuesday,Weekday,January,1,01:00-02:00,Night,Kathipara Junction,Regular Day,26,21,4,3,6,60,63.4,34.5,27.3,Free Flow
2024-01-09,Tuesday,Weekday,January,2,02:00-03:00,Night,Kathipara Junction,Regular Day,86,69,14,11,18,198,207.4,36.4,12.2,Free Flow
2024-01-09,Tuesday,Weekday,January,3,03:00-04:00,Night,Kathipara Junction,Regular Day,35,32,8,5,2,82,75.3,27.0,32.2,Free Flow
2024-01-09,Tuesday,Weekday,January,4,04:00-05:00,Night,Kathipara Junction,Regular Day,41,36,7,7,0,91,81.7,38.0,21.3,Free Flow
2024-01-09,Tuesday,Weekday,January,5,05:00-06:00,Night,Kathipara Junction,Regular Day,52,44,7,6,8,117,116.2,37.5,26.6,Free Flow
2024-01-09,Tuesday,Weekday,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,119,94,16,23,16,268,280.1,28.3,27.3,Free Flow
2024-01-09,Tuesday,Weekday,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,190,168,34,40,16,448,451.4,23.5,66.8,Light
2024-01-09,Tuesday,Weekday,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,738,672,134,106,48,1698,1583.4,12.1,120.0,Severe
2024-01-09,Tuesday,Weekday,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,754,586,133,115,53,1641,1546.8,15.1,132.3,Severe
2024-01-09,Tuesday,Weekday,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,841,743,147,145,104,1980,1998.7,13.4,130.9,Severe
2024-01-09,Tuesday,Weekday,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,270,200,57,31,45,603,597.2,22.3,66.2,Moderate
2024-01-09,Tuesday,Weekday,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,274,207,57,33,38,609,591.2,24.4,55.1,Light
2024-01-09,Tuesday,Weekday,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,344,302,47,41,28,762,709.2,18.3,81.7,Moderate
2024-01-09,Tuesday,Weekday,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,418,395,71,67,77,1028,1078.6,20.7,88.4,Severe
2024-01-09,Tuesday,Weekday,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,284,240,69,60,41,694,726.4,19.8,62.6,Moderate
2024-01-09,Tuesday,Weekday,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,344,283,61,50,57,795,812.6,19.3,68.5,Severe
2024-01-09,Tuesday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,910,719,169,144,166,2108,2205.4,13.6,163.9,Severe
2024-01-09,Tuesday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,742,630,109,150,97,1728,1807.4,13.5,167.6,Severe
2024-01-09,Tuesday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,656,597,113,109,86,1561,1577.8,16.6,184.7,Severe
2024-01-09,Tuesday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,656,600,132,85,97,1570,1553.2,12.7,128.5,Severe
2024-01-09,Tuesday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,216,188,40,30,23,497,479.0,22.1,85.7,Light
2024-01-09,Tuesday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,154,145,25,18,27,369,372.0,36.7,24.9,Light
2024-01-09,Tuesday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,37,33,7,6,2,85,79.7,31.4,23.2,Free Flow
2024-01-10,Wednesday,Weekday,January,0,00:00-01:00,Night,Kathipara Junction,Regular Day,65,51,13,10,2,141,127.3,36.5,32.4,Free Flow
2024-01-10,Wednesday,Weekday,January,1,01:00-02:00,Night,Kathipara Junction,Regular Day,25,19,4,3,3,54,51.9,29.7,18.9,Free Flow
2024-01-10,Wednesday,Weekday,January,2,02:00-03:00,Night,Kathipara Junction,Regular Day,15,12,3,2,1,33,30.3,27.6,30.0,Free Flow
2024-01-10,Wednesday,Weekday,January,3,03:00-04:00,Night,Kathipara Junction,Regular Day,15,12,2,3,1,33,32.7,26.9,25.8,Free Flow
2024-01-10,Wednesday,Weekday,January,4,04:00-05:00,Night,Kathipara Junction,Regular Day,44,38,7,7,1,97,88.2,34.5,29.5,Free Flow
2024-01-10,Wednesday,Weekday,January,5,05:00-06:00,Night,Kathipara Junction,Regular Day,18,17,3,2,1,41,36.8,30.5,16.8,Free Flow
2024-01-10,Wednesday,Weekday,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,179,162,35,32,18,426,422.5,31.5,16.8,Light
2024-01-10,Wednesday,Weekday,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,300,247,60,37,77,721,775.0,21.7,72.7,Heavy
2024-01-10,Wednesday,Weekday,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,643,539,149,108,59,1498,1450.9,16.5,152.9,Severe
2024-01-10,Wednesday,Weekday,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,625,535,126,114,54,1454,1427.1,17.8,146.2,Severe
2024-01-10,Wednesday,Weekday,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,604,540,95,90,68,1397,1373.0,16.4,136.4,Severe
2024-01-10,Wednesday,Weekday,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,310,265,65,53,61,754,801.0,22.4,96.0,Heavy
2024-01-10,Wednesday,Weekday,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,502,392,80,98,40,1112,1105.0,24.0,76.8,Severe
2024-01-10,Wednesday,Weekday,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,409,357,97,75,39,977,961.7,21.4,84.3,Severe
2024-01-10,Wednesday,Weekday,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,417,361,80,67,9,934,845.5,23.1,68.9,Severe
2024-01-10,Wednesday,Weekday,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,293,242,55,48,6,644,583.5,18.6,85.4,Moderate
2024-01-10,Wednesday,Weekday,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,425,380,95,71,9,980,889.5,19.6,85.7,Severe
2024-01-10,Wednesday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,1003,792,224,164,63,2246,2108.9,14.5,187.3,Severe
2024-01-10,Wednesday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,925,881,175,196,54,2231,2198.5,15.5,140.1,Severe
2024-01-10,Wednesday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,811,659,119,124,84,1797,1759.9,16.7,132.9,Severe
2024-01-10,Wednesday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,861,687,177,159,225,2109,2375.7,16.8,188.9,Severe
2024-01-10,Wednesday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,300,268,53,59,34,714,728.8,21.4,69.2,Heavy
2024-01-10,Wednesday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,162,149,35,23,33,402,419.0,31.4,15.3,Light
2024-01-10,Wednesday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,46,37,9,10,10,112,125.4,37.4,17.0,Free Flow
2024-01-11,Thursday,Weekday,January,0,00:00-01:00,Night,Kathipara Junction,Regular Day,80,69,19,17,10,195,201.4,34.0,23.1,Free Flow
2024-01-11,Thursday,Weekday,January,1,01:00-02:00,Night,Kathipara Junction,Regular Day,80,72,18,13,14,197,203.8,30.5,14.5,Free Flow
2024-01-11,Thursday,Weekday,January,2,02:00-03:00,Night,Kathipara Junction,Regular Day,17,13,3,2,2,37,35.3,27.9,25.9,Free Flow
2024-01-11,Thursday,Weekday,January,3,03:00-04:00,Night,Kathipara Junction,Regular Day,47,38,6,7,4,102,98.1,28.8,24.9,Free Flow
2024-01-11,Thursday,Weekday,January,4,04:00-05:00,Night,Kathipara Junction,Regular Day,77,66,15,13,1,172,155.5,33.6,24.9,Free Flow
2024-01-11,Thursday,Weekday,January,5,05:00-06:00,Night,Kathipara Junction,Regular Day,36,28,6,4,6,80,79.6,31.1,18.8,Free Flow
2024-01-11,Thursday,Weekday,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,192,155,38,32,6,423,387.8,35.8,13.7,Light
2024-01-11,Thursday,Weekday,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,214,180,41,26,25,486,464.6,22.6,58.9,Light
2024-01-11,Thursday,Weekday,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,811,751,132,145,59,1898,1847.7,17.2,138.6,Severe
2024-01-11,Thursday,Weekday,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,617,590,103,90,77,1477,1461.3,12.9,137.1,Severe
2024-01-11,Thursday,Weekday,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,583,467,95,104,183,1432,1676.5,14.8,106.2,Severe
2024-01-11,Thursday,Weekday,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,403,355,79,64,33,934,894.9,21.1,88.3,Severe
2024-01-11,Thursday,Weekday,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,345,297,61,63,48,814,839.1,22.5,72.9,Heavy
2024-01-11,Thursday,Weekday,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,286,230,59,47,10,632,579.4,18.3,67.7,Light
2024-01-11,Thursday,Weekday,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,407,297,68,55,62,889,892.3,24.6,69.7,Heavy
2024-01-11,Thursday,Weekday,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,382,322,60,44,59,867,858.0,18.5,73.0,Heavy
2024-01-11,Thursday,Weekday,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,342,295,68,50,15,770,701.8,24.1,84.9,Moderate
2024-01-11,Thursday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,866,785,126,123,181,2081,2205.6,13.2,151.5,Severe
2024-01-11,Thursday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,667,588,114,88,69,1526,1460.9,12.5,144.7,Severe
2024-01-11,Thursday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,607,579,146,88,87,1507,1495.1,11.8,148.6,Severe
2024-01-11,Thursday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,668,606,124,114,140,1652,1776.4,16.9,137.5,Severe
2024-01-11,Thursday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,330,319,55,40,56,800,805.0,24.9,74.5,Heavy
2024-01-11,Thursday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,190,156,32,22,16,416,384.2,28.9,32.9,Light
2024-01-11,Thursday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,19,19,3,2,3,46,45.3,33.3,22.5,Free Flow
2024-01-12,Friday,Weekday,January,0,00:00-01:00,Night,Kathipara Junction,Regular Day,23,19,5,4,2,53,51.5,37.3,22.3,Free Flow
2024-01-12,Friday,Weekday,January,1,01:00-02:00,Night,Kathipara Junction,Regular Day,37,33,8,5,6,89,89.3,34.4,34.8,Free Flow
2024-01-12,Friday,Weekday,January,2,02:00-03:00,Night,Kathipara Junction,Regular Day,31,25,7,5,7,75,80.7,28.4,33.4,Free Flow
2024-01-12,Friday,Weekday,January,3,03:00-04:00,Night,Kathipara Junction,Regular Day,29,24,5,4,4,66,65.5,36.2,31.2,Free Flow
2024-01-12,Friday,Weekday,January,4,04:00-05:00,Night,Kathipara Junction,Regular Day,75,64,15,15,14,183,197.5,30.2,34.0,Free Flow
2024-01-12,Friday,Weekday,January,5,05:00-06:00,Night,Kathipara Junction,Regular Day,81,63,12,13,13,182,188.7,28.4,34.6,Free Flow
2024-01-12,Friday,Weekday,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,128,107,23,19,38,315,355.8,33.4,18.8,Free Flow
2024-01-12,Friday,Weekday,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,200,150,45,33,34,462,478.0,21.2,75.8,Light
2024-01-12,Friday,Weekday,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,649,510,102,81,205,1547,1753.7,14.4,116.5,Severe
2024-01-12,Friday,Weekday,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,738,545,143,122,65,1613,1560.8,13.2,119.3,Severe
2024-01-12,Friday,Weekday,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,634,524,98,76,49,1381,1274.8,15.6,145.6,Severe
2024-01-12,Friday,Weekday,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,345,283,50,41,72,791,824.5,22.4,79.9,Moderate
2024-01-12,Friday,Weekday,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,432,327,74,65,63,961,971.4,22.4,82.3,Severe
2024-01-12,Friday,Weekday,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,336,244,46,64,53,743,790.6,25.8,67.0,Moderate
2024-01-12,Friday,Weekday,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,420,353,66,61,59,959,962.6,19.2,85.1,Severe
2024-01-12,Friday,Weekday,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,357,309,54,63,18,801,762.9,24.7,78.1,Severe
2024-01-12,Friday,Weekday,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,285,237,45,34,73,674,727.5,18.1,65.2,Light
2024-01-12,Friday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,818,795,163,157,105,2038,2087.8,10.2,137.1,Severe
2024-01-12,Friday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,775,667,152,99,16,1709,1490.7,16.8,154.8,Severe
2024-01-12,Friday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,930,750,144,164,130,2118,2183.4,14.9,157.0,Severe
2024-01-12,Friday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,1027,889,222,186,23,2347,2162.7,12.7,150.6,Severe
2024-01-12,Friday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,244,207,50,46,22,569,563.0,21.3,78.8,Light
2024-01-12,Friday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,133,112,18,18,20,301,303.3,32.2,24.5,Free Flow
2024-01-12,Friday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,38,34,6,6,6,90,92.6,31.4,29.9,Free Flow
2024-01-13,Saturday,Weekend,January,0,00:00-01:00,Night,Kathipara Junction,Regular Day,45,40,10,9,7,111,116.5,26.7,13.2,Free Flow
2024-01-13,Saturday,Weekend,January,1,01:00-02:00,Night,Kathipara Junction,Regular Day,50,41,9,9,11,120,131.4,27.3,13.5,Free Flow
2024-01-13,Saturday,Weekend,January,2,02:00-03:00,Night,Kathipara Junction,Regular Day,13,10,2,1,3,29,29.7,28.0,25.3,Free Flow
2024-01-13,Saturday,Weekend,January,3,03:00-04:00,Night,Kathipara Junction,Regular Day,13,12,3,2,0,30,26.3,36.2,25.5,Free Flow
2024-01-13,Saturday,Weekend,January,4,04:00-05:00,Night,Kathipara Junction,Regular Day,12,10,1,2,2,27,28.6,32.0,32.9,Free Flow
2024-01-13,Saturday,Weekend,January,5,05:00-06:00,Night,Kathipara Junction,Regular Day,25,23,4,4,2,58,55.9,33.3,22.0,Free Flow
2024-01-13,Saturday,Weekend,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,156,127,21,26,21,351,358.6,33.2,30.8,Free Flow
2024-01-13,Saturday,Weekend,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,270,231,64,36,40,641,632.4,18.3,80.0,Light
2024-01-13,Saturday,Weekend,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,476,421,84,95,56,1132,1162.4,12.6,123.5,Severe
2024-01-13,Saturday,Weekend,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,328,314,68,63,30,803,797.8,14.1,102.1,Severe
2024-01-13,Saturday,Weekend,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,398,337,56,48,92,931,989.6,18.8,139.3,Severe
2024-01-13,Saturday,Weekend,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,395,351,87,63,8,904,813.7,21.3,93.8,Heavy
2024-01-13,Saturday,Weekend,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,410,306,61,47,81,905,931.6,22.6,87.8,Severe
2024-01-13,Saturday,Weekend,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,296,255,47,53,66,717,788.2,20.8,59.1,Moderate
2024-01-13,Saturday,Weekend,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,296,247,61,41,63,708,743.6,20.8,90.5,Moderate
2024-01-13,Saturday,Weekend,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,367,299,71,57,22,816,762.1,18.4,82.5,Moderate
2024-01-13,Saturday,Weekend,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,326,284,61,50,78,799,867.6,22.9,62.1,Moderate
2024-01-13,Saturday,Weekend,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,480,433,97,95,31,1136,1109.2,12.3,189.2,Severe
2024-01-13,Saturday,Weekend,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,422,311,86,85,58,962,1002.6,13.7,146.0,Severe
2024-01-13,Saturday,Weekend,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,450,396,88,99,70,1103,1180.8,16.9,155.3,Severe
2024-01-13,Saturday,Weekend,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,578,451,131,92,140,1392,1514.6,14.9,185.8,Severe
2024-01-13,Saturday,Weekend,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,325,249,49,39,61,723,740.9,23.4,90.1,Heavy
2024-01-13,Saturday,Weekend,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,128,97,19,19,21,284,292.4,29.2,27.9,Free Flow
2024-01-13,Saturday,Weekend,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,55,39,11,7,9,121,121.1,29.3,24.1,Free Flow
2024-01-14,Sunday,Weekend,January,0,00:00-01:00,Night,Kathipara Junction,Pongal Eve,10,8,2,1,3,24,26.2,28.5,14.9,Free Flow
2024-01-14,Sunday,Weekend,January,1,01:00-02:00,Night,Kathipara Junction,Pongal Eve,30,25,5,5,1,66,61.0,26.2,11.5,Free Flow
2024-01-14,Sunday,Weekend,January,2,02:00-03:00,Night,Kathipara Junction,Pongal Eve,10,8,2,1,1,22,20.2,29.3,27.0,Free Flow
2024-01-14,Sunday,Weekend,January,3,03:00-04:00,Night,Kathipara Junction,Pongal Eve,32,25,6,6,5,74,77.6,34.0,31.7,Free Flow
2024-01-14,Sunday,Weekend,January,4,04:00-05:00,Night,Kathipara Junction,Pongal Eve,18,14,3,2,4,41,42.8,30.3,33.5,Free Flow
2024-01-14,Sunday,Weekend,January,5,05:00-06:00,Night,Kathipara Junction,Pongal Eve,37,34,5,7,1,84,79.5,30.7,19.1,Free Flow
2024-01-14,Sunday,Weekend,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Pongal Eve,105,91,18,20,7,241,235.3,35.6,24.3,Free Flow
2024-01-14,Sunday,Weekend,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Pongal Eve,118,97,20,23,23,281,306.0,23.6,77.0,Free Flow
2024-01-14,Sunday,Weekend,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Pongal Eve,295,233,61,45,17,651,603.1,15.9,147.3,Moderate
2024-01-14,Sunday,Weekend,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Pongal Eve,272,248,48,53,31,652,664.8,15.3,122.6,Moderate
2024-01-14,Sunday,Weekend,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Pongal Eve,245,219,39,28,17,548,499.9,18.7,98.0,Light
2024-01-14,Sunday,Weekend,January,11,11:00-12:00,Midday,Kathipara Junction,Pongal Eve,249,208,50,49,12,568,545.5,24.9,61.1,Light
2024-01-14,Sunday,Weekend,January,12,12:00-13:00,Midday,Kathipara Junction,Pongal Eve,236,195,41,49,45,566,619.6,20.7,69.9,Light
2024-01-14,Sunday,Weekend,January,13,13:00-14:00,Midday,Kathipara Junction,Pongal Eve,206,146,44,31,28,455,452.4,23.9,76.6,Light
2024-01-14,Sunday,Weekend,January,14,14:00-15:00,Midday,Kathipara Junction,Pongal Eve,261,193,53,46,45,598,628.3,20.6,68.1,Light
2024-01-14,Sunday,Weekend,January,15,15:00-16:00,Midday,Kathipara Junction,Pongal Eve,312,256,61,44,6,679,598.6,20.0,76.0,Moderate
2024-01-14,Sunday,Weekend,January,16,16:00-17:00,Midday,Kathipara Junction,Pongal Eve,216,176,43,30,18,483,453.8,23.3,79.3,Light
2024-01-14,Sunday,Weekend,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Pongal Eve,239,211,36,27,17,530,484.1,12.6,103.6,Light
2024-01-14,Sunday,Weekend,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Pongal Eve,250,229,37,47,15,578,562.2,10.8,110.3,Light
2024-01-14,Sunday,Weekend,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Pongal Eve,302,247,53,53,33,688,687.8,14.7,150.6,Moderate
2024-01-14,Sunday,Weekend,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Pongal Eve,269,212,48,34,85,648,732.3,10.3,153.6,Moderate
